variant_id	variant_name	chemical_id	chemical_name
PA166156918	rs451774	PA449748	gemcitabine
PA166156945	rs747199	PA449748	gemcitabine
PA166156947	rs760370	PA449748	gemcitabine
PA166156966	rs992160	PA449748	gemcitabine
PA166156997	rs1800629	PA449748	gemcitabine
PA166157157	rs9394992	PA449748	gemcitabine
PA166157218	rs73748206	PA449748	gemcitabine
PA166157378	rs3750117	PA449748	gemcitabine
PA166157795	rs7867504	PA449748	gemcitabine
PA166157828	rs11141915	PA449748	gemcitabine
PA166179108	rs780668	PA449748	gemcitabine
PA166179122	rs2228130	PA449748	gemcitabine
PA166180936	rs11280056	PA449748	gemcitabine
PA166182208	rs3825876	PA449748	gemcitabine
PA166182211	rs471760	PA449748	gemcitabine
PA166182212	rs12148896	PA449748	gemcitabine
PA166199721	rs147451859	PA449748	gemcitabine
PA166199722	rs17587029	PA449748	gemcitabine
PA166201501	rs5877	PA449748	gemcitabine
PA166201502	rs3094086	PA449748	gemcitabine
PA166201503	rs1049709	PA449748	gemcitabine
PA166201504	rs10885	PA449748	gemcitabine
PA166201505	rs3115672	PA449748	gemcitabine
PA166201521	rs9262132	PA449748	gemcitabine
PA166201522	rs9262143	PA449748	gemcitabine
PA166201523	rs886424	PA449748	gemcitabine
PA166201524	rs886423	PA449748	gemcitabine
PA166201525	rs2233980	PA449748	gemcitabine
PA166201526	rs3130985	PA449748	gemcitabine
PA166201527	rs3130907	PA449748	gemcitabine
PA166201528	rs11229	PA449748	gemcitabine
PA166201541	rs10491684	PA449748	gemcitabine
PA166201542	rs1058932	PA449748	gemcitabine
PA166201543	rs11572078	PA449748	gemcitabine
PA166201545	rs6118	PA449748	gemcitabine
PA166201546	rs6119	PA449748	gemcitabine
PA166201547	rs6504649	PA449748	gemcitabine
PA166201561	rs73450548	PA449748	gemcitabine
PA166153552	rs5275	PA131285527	oxaliplatin
PA166153643	rs1801131	PA131285527	oxaliplatin
PA166153644	rs1801133	PA131285527	oxaliplatin
PA166153758	rs3917412	PA131285527	oxaliplatin
PA166153953	rs717620	PA131285527	oxaliplatin
PA166154249	rs1695	PA131285527	oxaliplatin
PA166154720	rs7325568	PA131285527	oxaliplatin
PA166155017	rs1800566	PA131285527	oxaliplatin
PA166155331	rs45445694	PA131285527	oxaliplatin
PA166155342	rs11615	PA131285527	oxaliplatin
PA166155343	rs13181	PA131285527	oxaliplatin
PA166155606	rs885036	PA131285527	oxaliplatin
PA166155846	rs17626122	PA131285527	oxaliplatin
PA166156090	rs2266637	PA131285527	oxaliplatin
PA166156544	rs2231142	PA131285527	oxaliplatin
PA166156906	rs25648	PA131285527	oxaliplatin
PA166156938	rs699947	PA131285527	oxaliplatin
PA166157006	rs2010963	PA131285527	oxaliplatin
PA166157238	rs662	PA131285527	oxaliplatin
PA166157284	rs1045642	PA131285527	oxaliplatin
PA166157288	rs1128503	PA131285527	oxaliplatin
PA166157303	rs1799983	PA131285527	oxaliplatin
PA166180936	rs11280056	PA131285527	oxaliplatin
PA166181044	rs2233678	PA131285527	oxaliplatin
PA166154007	rs2273697	PA146123005	talinolol
PA166157284	rs1045642	PA146123005	talinolol
PA166153953	rs717620	PA143485705	antiepileptics
PA166154007	rs2273697	PA143485705	antiepileptics
PA166154028	rs3740066	PA143485705	antiepileptics
PA166155187	rs1799752	PA143485705	antiepileptics
PA166155617	rs1047891	PA143485705	antiepileptics
PA166155682	rs2304016	PA143485705	antiepileptics
PA166155842	rs17183814	PA143485705	antiepileptics
PA166156573	rs3219191	PA143485705	antiepileptics
PA166157284	rs1045642	PA143485705	antiepileptics
PA166157288	rs1128503	PA143485705	antiepileptics
PA166157316	rs2032582	PA143485705	antiepileptics
PA166157380	rs3789243	PA143485705	antiepileptics
PA166159072	rs16935279	PA143485705	antiepileptics
PA166154516	rs1544410	PA448082	alendronate
PA166154611	rs10161126	PA448082	alendronate
PA166153953	rs717620	PA10204	tenofovir
PA166154007	rs2273697	PA10204	tenofovir
PA166154090	rs7917432	PA10204	tenofovir
PA166154093	rs8187707	PA10204	tenofovir
PA166154094	rs8187710	PA10204	tenofovir
PA166154163	rs17222723	PA10204	tenofovir
PA166154458	rs11568626	PA10204	tenofovir
PA166154688	rs899494	PA10204	tenofovir
PA166154694	rs1059751	PA10204	tenofovir
PA166154700	rs1557070	PA10204	tenofovir
PA166154702	rs1751034	PA10204	tenofovir
PA166154713	rs3742106	PA10204	tenofovir
PA166155468	rs12979860	PA10204	tenofovir
PA166156544	rs2231142	PA10204	tenofovir
PA166157146	rs9349256	PA10204	tenofovir
PA166157265	rs757639	PA10204	tenofovir
PA166157891	rs113165732	PA10204	tenofovir
PA166154516	rs1544410	PA164749390	peginterferon alfa-2a
PA166155344	rs14158	PA164749390	peginterferon alfa-2a
PA166155416	rs4803217	PA164749390	peginterferon alfa-2a
PA166155417	rs4803219	PA164749390	peginterferon alfa-2a
PA166155429	rs7248668	PA164749390	peginterferon alfa-2a
PA166155435	rs8099917	PA164749390	peginterferon alfa-2a
PA166155437	rs8103142	PA164749390	peginterferon alfa-2a
PA166155438	rs8105790	PA164749390	peginterferon alfa-2a
PA166155462	rs11881222	PA164749390	peginterferon alfa-2a
PA166155468	rs12979860	PA164749390	peginterferon alfa-2a
PA166155469	rs12980275	PA164749390	peginterferon alfa-2a
PA166155479	rs28416813	PA164749390	peginterferon alfa-2a
PA166155952	rs6051702	PA164749390	peginterferon alfa-2a
PA166156687	rs56061981	PA164749390	peginterferon alfa-2a
PA166156947	rs760370	PA164749390	peginterferon alfa-2a
PA166157089	rs3828913	PA164749390	peginterferon alfa-2a
PA166160587	rs10846744	PA164749390	peginterferon alfa-2a
PA166160628	rs117648444	PA164749390	peginterferon alfa-2a
PA166160738	rs4273729	PA164749390	peginterferon alfa-2a
PA166165309	rs11506105	PA164749390	peginterferon alfa-2a
PA166190881	rs11322783	PA164749390	peginterferon alfa-2a
PA166153802	rs10494366	PA451234	repaglinide
PA166153946	rs290487	PA451234	repaglinide
PA166154110	rs10509681	PA451234	repaglinide
PA166154140	rs11572080	PA451234	repaglinide
PA166154256	rs5219	PA451234	repaglinide
PA166154354	rs2237892	PA451234	repaglinide
PA166154355	rs2237895	PA451234	repaglinide
PA166154547	rs2306283	PA451234	repaglinide
PA166154579	rs4149056	PA451234	repaglinide
PA166155645	rs1801262	PA451234	repaglinide
PA166156318	rs1470579	PA451234	repaglinide
PA166156351	rs2276706	PA451234	repaglinide
PA166156385	rs3814058	PA451234	repaglinide
PA166156398	rs4402960	PA451234	repaglinide
PA166157526	rs114202595	PA451234	repaglinide
PA166157645	rs13266634	PA451234	repaglinide
PA166154478	rs61888800	PA449233	desipramine
PA166155030	rs2228478	PA449233	desipramine
PA166155031	rs2228479	PA449233	desipramine
PA166157895	CYP2D6 poor metabolizers	PA449233	desipramine
PA166155331	rs45445694	PA151917012	dactinomycin
PA166155172	rs1042173	PA450705	ondansetron
PA166157267	rs776746	PA450705	ondansetron
PA166157284	rs1045642	PA450705	ondansetron
PA166157316	rs2032582	PA450705	ondansetron
PA166157927	CYP2D6 poor metabolizer	PA450705	ondansetron
PA166235961	rs77709286	PA166235321	pralsetinib
PA166235962	rs74799832	PA166235321	pralsetinib
PA166153768	rs4646487	PA451644	thalidomide
PA166153942	rs12418	PA451644	thalidomide
PA166153954	rs730720	PA451644	thalidomide
PA166153978	rs1871450	PA451644	thalidomide
PA166154049	rs4148943	PA451644	thalidomide
PA166154050	rs4148945	PA451644	thalidomide
PA166154051	rs4148947	PA451644	thalidomide
PA166154052	rs4148950	PA451644	thalidomide
PA166154711	rs2301159	PA451644	thalidomide
PA166154981	rs12960	PA451644	thalidomide
PA166155033	rs2238472	PA451644	thalidomide
PA166155038	rs2292954	PA451644	thalidomide
PA166155356	rs735482	PA451644	thalidomide
PA166155619	rs1051685	PA451644	thalidomide
PA166155635	rs1402467	PA451644	thalidomide
PA166156022	rs4630	PA451644	thalidomide
PA166156394	rs4135385	PA451644	thalidomide
PA166156399	rs4533622	PA451644	thalidomide
PA166157003	rs1883322	PA451644	thalidomide
PA166157007	rs2016520	PA451644	thalidomide
PA166157077	rs3734254	PA451644	thalidomide
PA166157116	rs6922548	PA451644	thalidomide
PA166157128	rs7769719	PA451644	thalidomide
PA166157565	rs1799931	PA451644	thalidomide
PA166157866	rs2227291	PA451644	thalidomide
PA166163497	rs308395	PA451644	thalidomide
PA166156949	rs761142	PA451544	sulfamethoxazole
PA166157959	G6PD deficiency	PA451544	sulfamethoxazole
PA166154045	rs4086116	PA452632	acenocoumarol
PA166154977	rs7294	PA452632	acenocoumarol
PA166155080	rs7200749	PA452632	acenocoumarol
PA166155091	rs9923231	PA452632	acenocoumarol
PA166155096	rs9934438	PA452632	acenocoumarol
PA166155122	rs17878544	PA452632	acenocoumarol
PA166155131	rs55894764	PA452632	acenocoumarol
PA166155134	rs61742245	PA452632	acenocoumarol
PA166155140	rs104894542	PA452632	acenocoumarol
PA166155351	rs429358	PA452632	acenocoumarol
PA166155381	rs2108622	PA452632	acenocoumarol
PA166155805	rs11676382	PA452632	acenocoumarol
PA166157283	rs1043550	PA452632	acenocoumarol
PA166247001	rs1998591	PA452632	acenocoumarol
PA166153571	rs396991	PA10004	adalimumab
PA166153624	rs1130864	PA10004	adalimumab
PA166153652	rs1801274	PA10004	adalimumab
PA166153818	rs10919563	PA10004	adalimumab
PA166154502	rs767455	PA10004	adalimumab
PA166155785	rs10210302	PA10004	adalimumab
PA166155914	rs1059150	PA10004	adalimumab
PA166156328	rs1799852	PA10004	adalimumab
PA166156923	rs510432	PA10004	adalimumab
PA166156981	rs1264457	PA10004	adalimumab
PA166157009	rs2071303	PA10004	adalimumab
PA166157151	rs9373839	PA10004	adalimumab
PA166157304	rs1800795	PA10004	adalimumab
PA166157763	rs3761847	PA10004	adalimumab
PA166160715	rs2302489	PA10004	adalimumab
PA166160807	rs7301582	PA10004	adalimumab
PA166196821	rs9828223	PA10004	adalimumab
PA166156383	rs3814055	PA164746890	temsirolimus
PA166156411	rs6785049	PA164746890	temsirolimus
PA166157288	rs1128503	PA164746890	temsirolimus
PA166157316	rs2032582	PA164746890	temsirolimus
PA166153617	rs1061170	PA165984462	Photodynamic therapy
PA166156902	rs5985	PA165984462	Photodynamic therapy
PA166153623	rs1126742	PA448368	amiloride
PA166156908	rs130058	PA164778866	liothyronine
PA166154579	rs4149056	PA166182348	elagolix
PA166153998	rs2177370	PA451262	rivastigmine
PA166154034	rs3793790	PA451262	rivastigmine
PA166154918	rs6494223	PA451262	rivastigmine
PA166156332	rs1803274	PA451262	rivastigmine
PA166157364	rs2571598	PA451262	rivastigmine
PA166157178	rs12208357	PA451124	proguanil
PA166157196	rs34059508	PA451124	proguanil
PA166157197	rs34130495	PA451124	proguanil
PA166157206	rs55918055	PA451124	proguanil
PA166157216	rs72552763	PA451124	proguanil
PA166157959	G6PD deficiency	PA451788	trimethoprim
PA166155381	rs2108622	PA451900	vitamin e
PA166155402	rs3093105	PA451900	vitamin e
PA166156022	rs4630	PA451224	ranitidine
PA166157196	rs34059508	PA451224	ranitidine
PA166157206	rs55918055	PA451224	ranitidine
PA166157216	rs72552763	PA451224	ranitidine
PA166154259	rs6265	PA451566	sumatriptan
PA166154260	rs6275	PA451566	sumatriptan
PA166154486	rs5443	PA451566	sumatriptan
PA166154672	rs6305	PA451566	sumatriptan
PA166156024	rs4680	PA451566	sumatriptan
PA166156991	rs1799971	PA451566	sumatriptan
PA166157734	rs1611115	PA451566	sumatriptan
PA166184004	rs130060	PA451566	sumatriptan
PA166157267	rs776746	PA165111722	lumefantrine
PA166157367	rs2740574	PA165111722	lumefantrine
PA166157441	rs10264272	PA165111722	lumefantrine
PA166157490	rs41303343	PA165111722	lumefantrine
PA166153621	rs1065634	PA448803	carboplatin
PA166153643	rs1801131	PA448803	carboplatin
PA166153654	rs1805087	PA448803	carboplatin
PA166153850	rs12118636	PA448803	carboplatin
PA166154011	rs2299939	PA448803	carboplatin
PA166154030	rs3740556	PA448803	carboplatin
PA166154583	rs4149117	PA448803	carboplatin
PA166154602	rs7311358	PA448803	carboplatin
PA166154695	rs1061472	PA448803	carboplatin
PA166154703	rs1801249	PA448803	carboplatin
PA166154763	rs6113	PA448803	carboplatin
PA166154772	rs1130214	PA448803	carboplatin
PA166154795	rs2494752	PA448803	carboplatin
PA166154797	rs2498804	PA448803	carboplatin
PA166154823	rs11623866	PA448803	carboplatin
PA166155169	rs879207	PA448803	carboplatin
PA166155183	rs1136201	PA448803	carboplatin
PA166155289	rs2849380	PA448803	carboplatin
PA166155331	rs45445694	PA448803	carboplatin
PA166155342	rs11615	PA448803	carboplatin
PA166155966	rs17309872	PA448803	carboplatin
PA166155973	rs12659	PA448803	carboplatin
PA166156013	rs9981861	PA448803	carboplatin
PA166156044	rs139887	PA448803	carboplatin
PA166156362	rs2699887	PA448803	carboplatin
PA166156430	rs9825762	PA448803	carboplatin
PA166156444	rs11710163	PA448803	carboplatin
PA166156739	rs726501	PA448803	carboplatin
PA166156882	rs16886403	PA448803	carboplatin
PA166156888	rs17661089	PA448803	carboplatin
PA166156918	rs451774	PA448803	carboplatin
PA166156925	rs544093	PA448803	carboplatin
PA166156961	rs879825	PA448803	carboplatin
PA166156997	rs1800629	PA448803	carboplatin
PA166157110	rs6900017	PA448803	carboplatin
PA166157149	rs9369421	PA448803	carboplatin
PA166157307	rs1801368	PA448803	carboplatin
PA166157541	rs3594	PA448803	carboplatin
PA166157783	rs6151031	PA448803	carboplatin
PA166157789	rs7851395	PA448803	carboplatin
PA166179815	rs2229046	PA448803	carboplatin
PA166179816	rs773123	PA448803	carboplatin
PA166179817	rs2284922	PA448803	carboplatin
PA166179818	rs2070096	PA448803	carboplatin
PA166180936	rs11280056	PA448803	carboplatin
PA166201501	rs5877	PA448803	carboplatin
PA166201502	rs3094086	PA448803	carboplatin
PA166201503	rs1049709	PA448803	carboplatin
PA166201504	rs10885	PA448803	carboplatin
PA166201505	rs3115672	PA448803	carboplatin
PA166201521	rs9262132	PA448803	carboplatin
PA166201522	rs9262143	PA448803	carboplatin
PA166201523	rs886424	PA448803	carboplatin
PA166201524	rs886423	PA448803	carboplatin
PA166201525	rs2233980	PA448803	carboplatin
PA166201526	rs3130985	PA448803	carboplatin
PA166201527	rs3130907	PA448803	carboplatin
PA166201528	rs11229	PA448803	carboplatin
PA166201541	rs10491684	PA448803	carboplatin
PA166201542	rs1058932	PA448803	carboplatin
PA166201543	rs11572078	PA448803	carboplatin
PA166201545	rs6118	PA448803	carboplatin
PA166201546	rs6119	PA448803	carboplatin
PA166201547	rs6504649	PA448803	carboplatin
PA166201561	rs73450548	PA448803	carboplatin
PA166157308	rs1805123	PA449011	cisapride
PA166157488	rs36210421	PA449011	cisapride
PA166317621	rs1057519045	PA166293381	futibatinib
PA166317622	rs1057519797	PA166293381	futibatinib
PA166154516	rs1544410	PA450344	medroxyprogesterone
PA166157143	rs9340799	PA450344	medroxyprogesterone
PA166157117	rs6923761	PA165958346	vildagliptin
PA166154256	rs5219	PA10892	gliclazide
PA166153802	rs10494366	PA451868	verapamil
PA166153816	rs10918594	PA451868	verapamil
PA166154362	rs2279238	PA451868	verapamil
PA166154448	rs11039149	PA451868	verapamil
PA166154461	rs12221497	PA451868	verapamil
PA166154509	rs1051375	PA451868	verapamil
PA166155187	rs1799752	PA451868	verapamil
PA166156499	rs1024323	PA451868	verapamil
PA166156798	rs2301149	PA451868	verapamil
PA166156869	rs11739136	PA451868	verapamil
PA166157284	rs1045642	PA451868	verapamil
PA166157316	rs2032582	PA451868	verapamil
PA166157334	rs2229109	PA451868	verapamil
PA166157435	rs9282564	PA451868	verapamil
PA166157504	rs72552784	PA451868	verapamil
PA166157776	rs4742610	PA451868	verapamil
PA166161873	rs11124945	PA451868	verapamil
PA166156413	rs6787801	PA165945763	cangrelor
PA166156432	rs9859552	PA165945763	cangrelor
PA166153643	rs1801131	PA166182939	l-methylfolate
PA166153644	rs1801133	PA166182939	l-methylfolate
PA166154547	rs2306283	PA166184379	letermovir
PA166154575	rs4149032	PA166184379	letermovir
PA166154579	rs4149056	PA166184379	letermovir
PA166155721	rs4148323	PA166184379	letermovir
PA166161450	rs3731722	PA165958521	febuxostat
PA166161452	rs75995567	PA165958521	febuxostat
PA166161456	rs34650714	PA165958521	febuxostat
PA166153539	rs699	PA164712462	Antiinflammatory agents, non-steroids
PA166153602	rs943580	PA164712462	Antiinflammatory agents, non-steroids
PA166153642	rs1800896	PA164712462	Antiinflammatory agents, non-steroids
PA166153959	rs1057910	PA164712462	Antiinflammatory agents, non-steroids
PA166154259	rs6265	PA164712462	Antiinflammatory agents, non-steroids
PA166154260	rs6275	PA164712462	Antiinflammatory agents, non-steroids
PA166154559	rs2965667	PA164712462	Antiinflammatory agents, non-steroids
PA166154672	rs6305	PA164712462	Antiinflammatory agents, non-steroids
PA166154939	rs16973225	PA164712462	Antiinflammatory agents, non-steroids
PA166155589	rs231775	PA164712462	Antiinflammatory agents, non-steroids
PA166156024	rs4680	PA164712462	Antiinflammatory agents, non-steroids
PA166156991	rs1799971	PA164712462	Antiinflammatory agents, non-steroids
PA166157734	rs1611115	PA164712462	Antiinflammatory agents, non-steroids
PA166157804	rs10306135	PA164712462	Antiinflammatory agents, non-steroids
PA166157810	rs10757274	PA164712462	Antiinflammatory agents, non-steroids
PA166157262	rs712829	PA150481186	topoisomerase I inhibitors
PA166189121	rs75193786	PA166184060	carbocisteine
PA166189122	rs5030843	PA166184060	carbocisteine
PA166189123	rs138809906	PA166184060	carbocisteine
PA166189124	rs5030849	PA166184060	carbocisteine
PA166189125	rs5030858	PA166184060	carbocisteine
PA166189126	rs5030860	PA166184060	carbocisteine
PA166189141	rs76394784	PA166184060	carbocisteine
PA166189142	rs62516101	PA166184060	carbocisteine
PA166156991	rs1799971	PA452633	morphine-6-glucuronide
PA166157125	rs7754840	PA164712689	Dipeptidyl peptidase 4 (DPP-4) inhibitors
PA166157126	rs7756992	PA164712689	Dipeptidyl peptidase 4 (DPP-4) inhibitors
PA166157284	rs1045642	PA166177229	highly active antiretroviral therapy (haart)
PA166180109	rs671531	PA166177229	highly active antiretroviral therapy (haart)
PA166153631	rs1476413	PA450428	methotrexate
PA166153643	rs1801131	PA450428	methotrexate
PA166153644	rs1801133	PA450428	methotrexate
PA166153654	rs1805087	PA450428	methotrexate
PA166153658	rs1891059	PA450428	methotrexate
PA166153752	rs3768142	PA450428	methotrexate
PA166153777	rs4846051	PA450428	methotrexate
PA166153867	rs17021408	PA450428	methotrexate
PA166153875	rs17421511	PA450428	methotrexate
PA166153876	rs17602729	PA450428	methotrexate
PA166153915	rs80223967	PA450428	methotrexate
PA166153953	rs717620	PA450428	methotrexate
PA166153982	rs1901633	PA450428	methotrexate
PA166154007	rs2273697	PA450428	methotrexate
PA166154027	rs3740065	PA450428	methotrexate
PA166154043	rs3824662	PA450428	methotrexate
PA166154069	rs4948496	PA450428	methotrexate
PA166154117	rs10821936	PA450428	methotrexate
PA166154120	rs10994982	PA450428	methotrexate
PA166154163	rs17222723	PA450428	methotrexate
PA166154249	rs1695	PA450428	methotrexate
PA166154264	rs9344	PA450428	methotrexate
PA166154454	rs11231809	PA450428	methotrexate
PA166154458	rs11568626	PA450428	methotrexate
PA166154477	rs61886492	PA450428	methotrexate
PA166154547	rs2306283	PA450428	methotrexate
PA166154563	rs3763980	PA450428	methotrexate
PA166154579	rs4149056	PA450428	methotrexate
PA166154581	rs4149081	PA450428	methotrexate
PA166154583	rs4149117	PA450428	methotrexate
PA166154602	rs7311358	PA450428	methotrexate
PA166154629	rs11045821	PA450428	methotrexate
PA166154632	rs11045872	PA450428	methotrexate
PA166154633	rs11045879	PA450428	methotrexate
PA166154718	rs7317112	PA450428	methotrexate
PA166154723	rs7992226	PA450428	methotrexate
PA166154734	rs9516519	PA450428	methotrexate
PA166154789	rs2236225	PA450428	methotrexate
PA166154803	rs4982133	PA450428	methotrexate
PA166154808	rs7142143	PA450428	methotrexate
PA166154866	rs1703794	PA450428	methotrexate
PA166154982	rs35592	PA450428	methotrexate
PA166154991	rs246240	PA450428	methotrexate
PA166155034	rs2238476	PA450428	methotrexate
PA166155054	rs3784864	PA450428	methotrexate
PA166155071	rs4888024	PA450428	methotrexate
PA166155126	rs28364006	PA450428	methotrexate
PA166155196	rs1979277	PA450428	methotrexate
PA166155219	rs4148416	PA450428	methotrexate
PA166155237	rs9895420	PA450428	methotrexate
PA166155290	rs2853539	PA450428	methotrexate
PA166155301	rs6506569	PA450428	methotrexate
PA166155331	rs45445694	PA450428	methotrexate
PA166155343	rs13181	PA450428	methotrexate
PA166155419	rs4803418	PA450428	methotrexate
PA166155420	rs4803419	PA450428	methotrexate
PA166155684	rs2372536	PA450428	methotrexate
PA166155733	rs4673993	PA450428	methotrexate
PA166155781	rs10197559	PA450428	methotrexate
PA166155836	rs16853826	PA450428	methotrexate
PA166155914	rs1059150	PA450428	methotrexate
PA166155915	rs1127354	PA450428	methotrexate
PA166155929	rs2650972	PA450428	methotrexate
PA166155953	rs6064463	PA450428	methotrexate
PA166155964	rs7270101	PA450428	methotrexate
PA166155968	rs79085477	PA450428	methotrexate
PA166155970	rs117532069	PA450428	methotrexate
PA166155986	rs1051266	PA450428	methotrexate
PA166155987	rs1051296	PA450428	methotrexate
PA166156004	rs2838956	PA450428	methotrexate
PA166156012	rs9977268	PA450428	methotrexate
PA166156088	rs2236624	PA450428	methotrexate
PA166156091	rs2267076	PA450428	methotrexate
PA166156099	rs2298383	PA450428	methotrexate
PA166156100	rs2413739	PA450428	methotrexate
PA166156103	rs3761422	PA450428	methotrexate
PA166156121	rs5760410	PA450428	methotrexate
PA166156420	rs7624766	PA450428	methotrexate
PA166156542	rs2231135	PA450428	methotrexate
PA166156544	rs2231142	PA450428	methotrexate
PA166156659	rs12505410	PA450428	methotrexate
PA166156664	rs13120400	PA450428	methotrexate
PA166156674	rs17731538	PA450428	methotrexate
PA166156710	rs7387	PA450428	methotrexate
PA166156731	rs351855	PA450428	methotrexate
PA166156732	rs408626	PA450428	methotrexate
PA166156733	rs442767	PA450428	methotrexate
PA166156737	rs639174	PA450428	methotrexate
PA166156751	rs1053129	PA450428	methotrexate
PA166156754	rs1105525	PA450428	methotrexate
PA166156768	rs1643650	PA450428	methotrexate
PA166156771	rs1650723	PA450428	methotrexate
PA166156776	rs1801394	PA450428	methotrexate
PA166156893	rs70991108	PA450428	methotrexate
PA166156900	rs4880	PA450428	methotrexate
PA166156981	rs1264457	PA450428	methotrexate
PA166157114	rs6920220	PA450428	methotrexate
PA166157144	rs9345389	PA450428	methotrexate
PA166157235	rs371194629	PA450428	methotrexate
PA166157284	rs1045642	PA450428	methotrexate
PA166157288	rs1128503	PA450428	methotrexate
PA166157303	rs1799983	PA450428	methotrexate
PA166157325	rs2070744	PA450428	methotrexate
PA166157334	rs2229109	PA450428	methotrexate
PA166157385	rs4148737	PA450428	methotrexate
PA166157548	rs719235	PA450428	methotrexate
PA166157567	rs1800909	PA450428	methotrexate
PA166157593	rs3758149	PA450428	methotrexate
PA166157633	rs11545077	PA450428	methotrexate
PA166157634	rs11545078	PA450428	methotrexate
PA166157691	rs141059755	PA450428	methotrexate
PA166157731	rs1544105	PA450428	methotrexate
PA166157780	rs4986790	PA450428	methotrexate
PA166160497	rs3045983	PA450428	methotrexate
PA166160715	rs2302489	PA450428	methotrexate
PA166160807	rs7301582	PA450428	methotrexate
PA166162248	rs3761548	PA450428	methotrexate
PA166170682	rs2838958	PA450428	methotrexate
PA166170701	rs10841753	PA450428	methotrexate
PA166180936	rs11280056	PA450428	methotrexate
PA166181038	rs168201	PA450428	methotrexate
PA166181277	rs13137622	PA450428	methotrexate
PA166181287	rs4148324	PA450428	methotrexate
PA166238642	rs17004921	PA450428	methotrexate
PA166250081	rs1940852753	PA450428	methotrexate
PA166250084	rs2053098	PA450428	methotrexate
PA166250086	rs3764006	PA450428	methotrexate
PA166252581	rs4149009	PA450428	methotrexate
PA166253503	rs11545076	PA450428	methotrexate
PA166271161	rs2292596	PA450428	methotrexate
PA166285621	rs12283870	PA450428	methotrexate
PA166155662	rs2011425	PA166264701	desmethylclozapine glucuronide
PA166156748	rs1042713	PA451300	salmeterol
PA166153802	rs10494366	PA449782	glyburide
PA166154998	rs889299	PA449782	glyburide
PA166157880	rs5030868	PA449782	glyburide
PA166157645	rs13266634	PA451961	zinc acetate
PA166216422	rs62103056	PA166115580	tafenoquine
PA166156826	rs4386686	PA166124478	endoxifen
PA166161134	CYP2D6 normal metabolizer and ultrarapid metabolizer	PA166124478	endoxifen
PA166157959	G6PD deficiency	PA450457	methylene blue
PA166155187	rs1799752	PA166128370	salvianolic acid b
PA166157303	rs1799983	PA166128370	salvianolic acid b
PA166153638	rs1800559	PA164749136	desflurane
PA166153940	rs772226819	PA164749136	desflurane
PA166155375	rs1801086	PA164749136	desflurane
PA166155481	rs28933396	PA164749136	desflurane
PA166155482	rs28933397	PA164749136	desflurane
PA166155516	rs63749869	PA164749136	desflurane
PA166155524	rs111888148	PA164749136	desflurane
PA166155526	rs112563513	PA164749136	desflurane
PA166155528	rs118192116	PA164749136	desflurane
PA166155529	rs118192122	PA164749136	desflurane
PA166155531	rs118192124	PA164749136	desflurane
PA166155532	rs118192161	PA164749136	desflurane
PA166155533	rs118192162	PA164749136	desflurane
PA166155534	rs118192163	PA164749136	desflurane
PA166155535	rs118192167	PA164749136	desflurane
PA166155536	rs118192170	PA164749136	desflurane
PA166155537	rs118192172	PA164749136	desflurane
PA166155538	rs118192175	PA164749136	desflurane
PA166155539	rs118192176	PA164749136	desflurane
PA166155540	rs118192177	PA164749136	desflurane
PA166155541	rs118192178	PA164749136	desflurane
PA166155543	rs121918592	PA164749136	desflurane
PA166155544	rs121918593	PA164749136	desflurane
PA166155545	rs121918594	PA164749136	desflurane
PA166155546	rs121918595	PA164749136	desflurane
PA166155564	rs193922747	PA164749136	desflurane
PA166155565	rs193922753	PA164749136	desflurane
PA166155567	rs193922770	PA164749136	desflurane
PA166155568	rs193922772	PA164749136	desflurane
PA166155569	rs193922802	PA164749136	desflurane
PA166155570	rs193922803	PA164749136	desflurane
PA166155571	rs193922807	PA164749136	desflurane
PA166155572	rs193922809	PA164749136	desflurane
PA166155573	rs193922816	PA164749136	desflurane
PA166155574	rs193922818	PA164749136	desflurane
PA166155575	rs193922876	PA164749136	desflurane
PA166155576	rs193922878	PA164749136	desflurane
PA166163663	rs193922843	PA164749136	desflurane
PA166163667	rs193922832	PA164749136	desflurane
PA166163669	rs118192168	PA164749136	desflurane
PA166176176	rs193922764	PA164749136	desflurane
PA166177994	rs121918596	PA164749136	desflurane
PA166180322	rs193922748	PA164749136	desflurane
PA166180323	rs193922762	PA164749136	desflurane
PA166180324	rs193922768	PA164749136	desflurane
PA166180325	rs144336148	PA164749136	desflurane
PA166153636	rs1760217	PA452621	antineoplastic agents
PA166154830	rs17091162	PA452621	antineoplastic agents
PA166155075	rs6500843	PA452621	antineoplastic agents
PA166155173	rs1042522	PA452621	antineoplastic agents
PA166157284	rs1045642	PA452621	antineoplastic agents
PA166177542	rs45460698	PA452621	antineoplastic agents
PA166180936	rs11280056	PA452621	antineoplastic agents
PA166153633	rs1563828	PA449476	epirubicin
PA166154249	rs1695	PA449476	epirubicin
PA166154579	rs4149056	PA449476	epirubicin
PA166155017	rs1800566	PA449476	epirubicin
PA166155331	rs45445694	PA449476	epirubicin
PA166155621	rs1056836	PA449476	epirubicin
PA166156090	rs2266637	PA449476	epirubicin
PA166157238	rs662	PA449476	epirubicin
PA166157303	rs1799983	PA449476	epirubicin
PA166164874	rs12050587	PA449476	epirubicin
PA166164877	rs11636687	PA449476	epirubicin
PA166178395	rs144991623	PA449476	epirubicin
